PASSENGERS,FREIGHT,UNIQUE_CARRIER_NAME,DEST_CITY_NAME,YEAR,MONTH
0,0,Cape Air,"White Plains, NY",2022,7
0,0,Cape Air,"White Plains, NY",2022,7
0,0,Cape Air,"White Plains, NY",2022,8
0,0,Cape Air,"White Plains, NY",2022,8
0,0,Cape Air,"White Plains, NY",2022,9
0,0,Cape Air,"White Plains, NY",2022,9
0,0,Cape Air,"White Plains, NY",2022,10
0,0,Cape Air,"White Plains, NY",2022,10
0,0,Cape Air,"White Plains, NY",2022,11
0,0,Cape Air,"White Plains, NY",2022,11
0,0,Cape Air,"White Plains, NY",2022,12
0,0,Cape Air,"White Plains, NY",2022,12
0,0,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines","Miami, FL",2022,1
0,0,CommuteAir LLC dba CommuteAir,"Houston, TX",2022,11
0,0,CommuteAir LLC dba CommuteAir,"Knoxville, TN",2022,11
0,0,"Eastern Airlines f/k/a Dynamic Airways, LLC","Fort Drum, NY",2022,1
0,0,"Eastern Airlines f/k/a Dynamic Airways, LLC","Islip, NY",2022,12
0,0,"Eastern Airlines f/k/a Dynamic Airways, LLC","New York, NY",2022,2
0,0,"Eastern Airlines f/k/a Dynamic Airways, LLC","New York, NY",2022,2
0,0,"Eastern Airlines f/k/a Dynamic Airways, LLC","New York, NY",2022,2
0,0,"Eastern Airlines f/k/a Dynamic Airways, LLC","New York, NY",2022,3
0,0,"Eastern Airlines f/k/a Dynamic Airways, LLC","Portsmouth, NH",2022,4
0,0,"Eastern Airlines f/k/a Dynamic Airways, LLC","Providence, RI",2022,12
0,0,"Global Crossing Airlines, Inc.","Albany, NY",2022,9
0,0,"Global Crossing Airlines, Inc.","Albany, NY",2022,11
0,0,"Global Crossing Airlines, Inc.","Baltimore, MD",2022,10
0,0,"Global Crossing Airlines, Inc.","Baton Rouge, LA",2022,3
0,0,"Global Crossing Airlines, Inc.","Bedford, MA",2022,12
0,0,"Global Crossing Airlines, Inc.","Buffalo, NY",2022,9
0,0,"Global Crossing Airlines, Inc.","Buffalo, NY",2022,10
0,0,"Global Crossing Airlines, Inc.","Buffalo, NY",2022,10
0,0,"Global Crossing Airlines, Inc.","Buffalo, NY",2022,11
0,0,"Global Crossing Airlines, Inc.","Buffalo, NY",2022,11
0,0,"Global Crossing Airlines, Inc.","Cedar Rapids/Iowa City, IA",2022,3
0,0,"Global Crossing Airlines, Inc.","Champaign/Urbana, IL",2022,11
0,0,"Global Crossing Airlines, Inc.","Charleston, SC",2022,6
0,0,"Global Crossing Airlines, Inc.","East Farmingdale, NY",2022,3
0,0,"Global Crossing Airlines, Inc.","Grand Forks, ND",2022,11
0,0,"Global Crossing Airlines, Inc.","Ithaca/Cortland, NY",2022,12
0,0,"Global Crossing Airlines, Inc.","Lansing, MI",2022,11
0,0,"Global Crossing Airlines, Inc.","Lexington, KY",2022,2
0,0,"Global Crossing Airlines, Inc.","Long Beach, CA",2022,9
0,0,"Global Crossing Airlines, Inc.","Louisville, KY",2022,12
0,0,"Global Crossing Airlines, Inc.","Miami, FL",2022,4
0,0,"Global Crossing Airlines, Inc.","Miami, FL",2022,5
0,0,"Global Crossing Airlines, Inc.","Miami, FL",2022,7
0,0,"Global Crossing Airlines, Inc.","Miami, FL",2022,8
0,0,"Global Crossing Airlines, Inc.","Miami, FL",2022,8
0,0,"Global Crossing Airlines, Inc.","Miami, FL",2022,9
0,0,"Global Crossing Airlines, Inc.","Miami, FL",2022,11
0,0,"Global Crossing Airlines, Inc.","Miami, FL",2022,12
0,0,"Global Crossing Airlines, Inc.","Miami, FL",2022,12
0,0,"Global Crossing Airlines, Inc.","Minneapolis, MN",2022,12
0,0,"Global Crossing Airlines, Inc.","Norfolk, VA",2022,6
0,0,"Global Crossing Airlines, Inc.","Phoenix, AZ",2022,9
0,0,"Global Crossing Airlines, Inc.","Pittsburgh, PA",2022,12
0,0,"Global Crossing Airlines, Inc.","San Antonio, TX",2022,9
0,0,"Global Crossing Airlines, Inc.","Savannah, GA",2022,9
0,0,"Global Crossing Airlines, Inc.","Savannah, GA",2022,9
0,0,"Global Crossing Airlines, Inc.","St. Louis, MO",2022,2
0,0,"Global Crossing Airlines, Inc.","Syracuse, NY",2022,4
0,0,"Global Crossing Airlines, Inc.","Syracuse, NY",2022,6
0,0,"Global Crossing Airlines, Inc.","Syracuse, NY",2022,11
0,0,"Global Crossing Airlines, Inc.","Syracuse, NY",2022,11
0,0,"Global Crossing Airlines, Inc.","Syracuse, NY",2022,12
0,0,"Global Crossing Airlines, Inc.","Syracuse, NY",2022,12
0,0,"Global Crossing Airlines, Inc.","Syracuse, NY",2022,12
0,0,"Global Crossing Airlines, Inc.","White Plains, NY",2022,4
0,0,"Global Crossing Airlines, Inc.","White Plains, NY",2022,8
0,0,"Global Crossing Airlines, Inc.","White Plains, NY",2022,9
0,0,"Global Crossing Airlines, Inc.","White Plains, NY",2022,9
0,0,"Global Crossing Airlines, Inc.","White Plains, NY",2022,9
0,0,"Global Crossing Airlines, Inc.","White Plains, NY",2022,11
0,0,"Global Crossing Airlines, Inc.","White Plains, NY",2022,11
0,0,"Global Crossing Airlines, Inc.","White Plains, NY",2022,12
0,0,"Global Crossing Airlines, Inc.","White Plains, NY",2022,12
0,0,"Global Crossing Airlines, Inc.","White Plains, NY",2022,12
0,0,GoJet Airlines LLC d/b/a United Express,"Syracuse, NY",2022,5
0,0,"Jet Aviation Flight Services, Inc.","Baltimore, MD",2022,3
0,0,"Jet Aviation Flight Services, Inc.","Baltimore, MD",2022,4
0,0,"Jet Aviation Flight Services, Inc.","Bedford, MA",2022,3
0,0,"Jet Aviation Flight Services, Inc.","Bozeman, MT",2022,3
0,0,"Jet Aviation Flight Services, Inc.","Broomfield, CO",2022,5
0,0,"Jet Aviation Flight Services, Inc.","Buffalo, NY",2022,3
0,0,"Jet Aviation Flight Services, Inc.","Buffalo, NY",2022,5
0,0,"Jet Aviation Flight Services, Inc.","Buffalo, NY",2022,7
0,0,"Jet Aviation Flight Services, Inc.","Charleston, SC",2022,3
0,0,"Jet Aviation Flight Services, Inc.","Charlotte, NC",2022,3
0,0,"Jet Aviation Flight Services, Inc.","Dubuque, IA",2022,7
0,0,"Jet Aviation Flight Services, Inc.","East Farmingdale, NY",2022,2
0,0,"Jet Aviation Flight Services, Inc.","East Farmingdale, NY",2022,5
0,0,"Jet Aviation Flight Services, Inc.","East Hampton, NY",2022,6
0,0,"Jet Aviation Flight Services, Inc.","Miami, FL",2022,3
0,0,"Jet Aviation Flight Services, Inc.","New York, NY",2022,1
0,0,"Jet Aviation Flight Services, Inc.","New York, NY",2022,1
0,0,"Jet Aviation Flight Services, Inc.","New York, NY",2022,2
0,0,"Jet Aviation Flight Services, Inc.","New York, NY",2022,3
0,0,"Jet Aviation Flight Services, Inc.","New York, NY",2022,5
0,0,"Jet Aviation Flight Services, Inc.","New York, NY",2022,6
0,0,"Jet Aviation Flight Services, Inc.","New York, NY",2022,6
0,0,"Jet Aviation Flight Services, Inc.","New York, NY",2022,7
0,0,"Jet Aviation Flight Services, Inc.","Newburgh/Poughkeepsie, NY",2022,1
0,0,"Jet Aviation Flight Services, Inc.","Newburgh/Poughkeepsie, NY",2022,2
0,0,"Jet Aviation Flight Services, Inc.","Newburgh/Poughkeepsie, NY",2022,3
0,0,"Jet Aviation Flight Services, Inc.","Newburgh/Poughkeepsie, NY",2022,3
0,0,"Jet Aviation Flight Services, Inc.","Newburgh/Poughkeepsie, NY",2022,3
0,0,"Jet Aviation Flight Services, Inc.","Newburgh/Poughkeepsie, NY",2022,4
0,0,"Jet Aviation Flight Services, Inc.","Southampton, NY",2022,5
